#date: 2024-05-19_22:56
#sample: GCF_929618755.1_cpe012_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
12,ISLad1,,predicted,insertion sequence,1248,,0,0.903,0.999,1,120,"NZ_CAKNEF010000004.1 Escherichia coli strain cpe012, whole genome shotgun sequence",339854,341101,M317 I1 M931
13,ISSen9,,predicted,insertion sequence,768,,0,0.923,1.0,0,59,"NZ_CAKNEF010000004.1 Escherichia coli strain cpe012, whole genome shotgun sequence",354341,355108,M768
14,MITEYpe1,,predicted,mite,115,,0.0,0.809,0.935,0,22,"NZ_CAKNEF010000004.1 Escherichia coli strain cpe012, whole genome shotgun sequence",12858,12972,M115
15,ISSen9,,predicted,insertion sequence,758,,0,0.926,0.987,0,56,"NZ_CAKNEF010000005.1 Escherichia coli strain cpe012, whole genome shotgun sequence",197900,198657,M758
16,MITEYpe1,,predicted,mite,115,,0.0,0.795,0.902,4,20,"NZ_CAKNEF010000006.1 Escherichia coli strain cpe012, whole genome shotgun sequence",32941,33055,M40 D1 M4 I1 M21 I1 M5 D1 M43
17,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1287,,0,0.958,0.997,4,50,"NZ_CAKNEF010000007.1 Escherichia coli strain cpe012, whole genome shotgun sequence",155959,157245,M522 I4 M765
18,ISKpn8,,predicted,insertion sequence,1443,,0,0.947,1.0,0,76,"NZ_CAKNEF010000009.1 Escherichia coli strain cpe012, whole genome shotgun sequence",105711,107153,M1443
19,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",44413,46068,M1656
20,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",2755,6401,M3647
21,ISAeme15,,predicted,insertion sequence,1429,,0,0.997,1.0,0,4,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",69521,70949,M1429
22,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",127157,128252,M1096
23,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,91,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",6402,7728,M1327
24,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",1,820,M820
25,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNEF010000010.1 Escherichia coli strain cpe012, whole genome shotgun sequence",134618,135385,M768
26,Tn6196,,predicted,unit transposon,3529,,0,0.819,0.959,35,607,"NZ_CAKNEF010000011.1 Escherichia coli strain cpe012, whole genome shotgun sequence",1648,5176,M148 I1 M7 D1 M18 I1 M2 D1 M393 I2 M2 I1 M581 I1 M4 D1 M185 I3 M306 D1 M2 I1 M218 I1 M4 D1 M541 D1 M6 I1 M119 D1 M4 I1 M173 I1 M3 D1 M22 I1 M3 D1 M93 D1 M3 I1 M143 D3 M104 D1 M5 I1 M348 I1 M3 I1 M4 D1 M2 D1 M67
27,MITEYpe1,,predicted,mite,117,,0.0,0.778,0.951,0,26,"NZ_CAKNEF010000013.1 Escherichia coli strain cpe012, whole genome shotgun sequence",52069,52185,M117
28,ISKpn37,,predicted,insertion sequence,1251,,0,0.967,0.998,0,41,"NZ_CAKNEF010000014.1 Escherichia coli strain cpe012, whole genome shotgun sequence",118399,119649,M1251
29,ISSen9,,predicted,insertion sequence,770,,0,0.938,0.997,2,46,"NZ_CAKNEF010000014.1 Escherichia coli strain cpe012, whole genome shotgun sequence",116477,117246,M693 D2 M75
30,MITEEc1,,predicted,mite,123,,0.0,1.0,1.0,0,0,"NZ_CAKNEF010000014.1 Escherichia coli strain cpe012, whole genome shotgun sequence",71029,71151,M123
31,ISSen9,,predicted,insertion sequence,768,,0,0.93,1.0,0,54,"NZ_CAKNEF010000015.1 Escherichia coli strain cpe012, whole genome shotgun sequence",118632,119399,M768
32,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.964,1.0,0,46,"NZ_CAKNEF010000016.1 Escherichia coli strain cpe012, whole genome shotgun sequence",59567,60857,M1291
33,MITEEc1,,predicted,mite,122,,0.0,0.846,0.992,1,18,"NZ_CAKNEF010000017.1 Escherichia coli strain cpe012, whole genome shotgun sequence",62828,62949,M35 I1 M87
34,MITEEc1,,predicted,mite,123,,0.0,0.984,1.0,0,2,"NZ_CAKNEF010000017.1 Escherichia coli strain cpe012, whole genome shotgun sequence",17055,17177,M123
35,IS609,,predicted,insertion sequence,1747,,0,0.979,0.999,1,35,"NZ_CAKNEF010000021.1 Escherichia coli strain cpe012, whole genome shotgun sequence",70866,72612,M1346 I1 M401
36,ISEch5,,predicted,insertion sequence,704,,0,0.878,0.99,1,85,"NZ_CAKNEF010000021.1 Escherichia coli strain cpe012, whole genome shotgun sequence",74668,75371,M80 I1 M624
37,ISEc86,,predicted,insertion sequence,1421,,0,0.938,0.995,7,81,"NZ_CAKNEF010000025.1 Escherichia coli strain cpe012, whole genome shotgun sequence",44026,45446,M352 D2 M265 I1 M708 D2 M5 I1 M6 I1 M81
38,ISSen9,,predicted,insertion sequence,768,,0,0.935,1.0,0,50,"NZ_CAKNEF010000025.1 Escherichia coli strain cpe012, whole genome shotgun sequence",51118,51885,M768
39,ISEch5,,predicted,insertion sequence,705,,0,0.871,0.989,2,89,"NZ_CAKNEF010000025.1 Escherichia coli strain cpe012, whole genome shotgun sequence",46004,46708,M197 D1 M427 I1 M80
40,IS629,,predicted,insertion sequence,1311,,0,0.949,0.999,1,66,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",2348,3658,M802 D1 M508
41,IS629,,predicted,insertion sequence,1310,,0,0.985,1.0,0,20,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",8844,10153,M1310
42,IS30,IS121,predicted,insertion sequence,1221,,0,0.997,1.0,0,4,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",25316,26536,M1221
43,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.956,1.0,0,59,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",35862,37192,M1331
44,ISEch14,,predicted,insertion sequence,1607,,0,0.804,0.954,18,299,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",28272,29878,M7 D1 M30 I1 M420 I2 M5 D1 M3 D1 M58 I1 M2 D1 M169 D1 M4 I1 M68 D1 M6 I1 M45 D2 M3 I1 M1 I1 M25 I1 M2 D1 M750
45,ISEc30,,predicted,insertion sequence,755,,0.0,0.782,0.975,10,156,"NZ_CAKNEF010000032.1 Escherichia coli strain cpe012, whole genome shotgun sequence",4059,4813,M19 I1 M216 I1 M310 I1 M1 I1 M2 D1 M2 D1 M7 D1 M7 I1 M158 D1 M5 I1 M24
46,ISSen9,,predicted,insertion sequence,768,,0,0.945,1.0,0,42,"NZ_CAKNEF010000033.1 Escherichia coli strain cpe012, whole genome shotgun sequence",31259,32026,M768
47,ISEc22,,predicted,insertion sequence,2455,,0,0.996,1.0,1,9,"NZ_CAKNEF010000041.1 Escherichia coli strain cpe012, whole genome shotgun sequence",20951,23405,M2386 D1 M68
48,ISSen9,,predicted,insertion sequence,768,,0,0.949,1.0,0,39,"NZ_CAKNEF010000041.1 Escherichia coli strain cpe012, whole genome shotgun sequence",19309,20076,M768
49,ISSfl4,,predicted,insertion sequence,1450,,0,0.992,0.999,1,11,"NZ_CAKNEF010000043.1 Escherichia coli strain cpe012, whole genome shotgun sequence",22820,24269,M971 I1 M479
50,IS629,,predicted,insertion sequence,1310,,0,0.951,0.998,2,62,"NZ_CAKNEF010000043.1 Escherichia coli strain cpe012, whole genome shotgun sequence",11799,13108,M71 I1 M749 D1 M489
51,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNEF010000046.1 Escherichia coli strain cpe012, whole genome shotgun sequence",8172,8939,M768
52,ISEc12,,predicted,insertion sequence,2581,,0,1.0,1.0,0,1,"NZ_CAKNEF010000048.1 Escherichia coli strain cpe012, whole genome shotgun sequence",14421,17001,M2581
53,ISSen8,,predicted,insertion sequence,1954,,0,0.872,1.0,0,250,"NZ_CAKNEF010000051.1 Escherichia coli strain cpe012, whole genome shotgun sequence",9551,11504,M1954
54,Tn5403,,predicted,unit transposon,3664,,0,0.999,1.0,1,2,"NZ_CAKNEF010000055.1 Escherichia coli strain cpe012, whole genome shotgun sequence",624,4287,M3572 D1 M91
55,ISEc10,,predicted,insertion sequence,2410,,0,0.999,1.0,0,2,"NZ_CAKNEF010000057.1 Escherichia coli strain cpe012, whole genome shotgun sequence",2840,5249,M2410
56,ISSfl8,,predicted,insertion sequence,1357,,0,0.999,1.0,0,1,"NZ_CAKNEF010000057.1 Escherichia coli strain cpe012, whole genome shotgun sequence",5756,7112,M1357
57,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNEF010000059.1 Escherichia coli strain cpe012, whole genome shotgun sequence",3363,4242,M880
58,ISEc23,,predicted,insertion sequence,2327,,0,0.998,0.918,1,3,"NZ_CAKNEF010000064.1 Escherichia coli strain cpe012, whole genome shotgun sequence",112,2438,M12 D1 M2314
59,ISKpn72,,predicted,insertion sequence,1329,,0,0.989,1.0,0,15,"NZ_CAKNEF010000072.1 Escherichia coli strain cpe012, whole genome shotgun sequence",1,1329,M1329
7_6,cn_3328_IS2,,putative,composite transposon,3328,,0,0.957,1.0,0,57,"NZ_CAKNEF010000002.1 Escherichia coli strain cpe012, whole genome shotgun sequence",198594,201922,
13_12,cn_5813_ISLad1,,putative,composite transposon,5813,,0,0.903,0.999,1,120,"NZ_CAKNEF010000004.1 Escherichia coli strain cpe012, whole genome shotgun sequence",339853,345666,
16_15,cn_23128_ISSen9,,putative,composite transposon,23128,,0,0.926,0.987,0,56,"NZ_CAKNEF010000005.1 Escherichia coli strain cpe012, whole genome shotgun sequence",197899,221027,
30_29,cn_5560_ISSen9,,putative,composite transposon,5560,,0,0.938,0.997,2,46,"NZ_CAKNEF010000014.1 Escherichia coli strain cpe012, whole genome shotgun sequence",116476,122036,
33_32,cn_3324_ISEc1,,putative,composite transposon,3324,,0,0.964,1.0,0,46,"NZ_CAKNEF010000016.1 Escherichia coli strain cpe012, whole genome shotgun sequence",57533,60857,
37_36,cn_12261_ISEch5,,putative,composite transposon,12261,,0,0.878,0.99,1,85,"NZ_CAKNEF010000021.1 Escherichia coli strain cpe012, whole genome shotgun sequence",74667,86928,
42_40_41,cn_7806_IS629,,putative,composite transposon,7806,,0,0.949,0.999,1,66,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",2347,10153,
44_43,cn_27040_IS2,,putative,composite transposon,27040,,0,0.956,1.0,0,59,"NZ_CAKNEF010000031.1 Escherichia coli strain cpe012, whole genome shotgun sequence",10152,37192,
