#date: 2024-05-19_22:32
#sample: GCF_929617655.1_cpe073_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
22,ISKpn14,,predicted,insertion sequence,768,,0,0.993,1.0,0,5,"NZ_CAKNDH010000022.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",8287,9054,M768
23,IS102,,predicted,insertion sequence,1057,,0,0.926,1.0,0,78,"NZ_CAKNDH010000024.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",31253,32309,M1057
24,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNDH010000029.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",10854,14500,M3647
25,ISCfr1,,predicted,insertion sequence,1618,,0,0.999,0.999,1,0,"NZ_CAKNDH010000031.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",1683,3300,M1329 D1 M288
26,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNDH010000031.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",7130,7897,M768
27,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNDH010000038.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",191,1070,M880
28,IS629,,predicted,insertion sequence,1310,,0,0.995,1.0,0,7,"NZ_CAKNDH010000050.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",21,1330,M1310
12_11,cn_2007_IS26,,putative,composite transposon,2007,,0,1.0,1.0,0,0,"NZ_CAKNDH010000014.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",0,2007,
13_12,cn_15790_ISKpn25,,putative,composite transposon,15790,,0,1.0,1.0,0,0,"NZ_CAKNDH010000015.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",15217,31007,
15_14,cn_50215_ISKpn14,,putative,composite transposon,50215,,0,0.957,1.0,0,33,"NZ_CAKNDH010000015.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",29547,79762,
16_15,cn_50215_ISSen9,,putative,composite transposon,50215,,0,0.957,0.928,0,31,"NZ_CAKNDH010000015.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",29547,79762,
23_22,cn_5267_ISKpn14,,putative,composite transposon,5267,,0,0.993,1.0,0,5,"NZ_CAKNDH010000022.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",8286,13553,
24_21,cn_10662_ISKpn14,,putative,composite transposon,10662,,0,0.93,1.0,0,54,"NZ_CAKNDH010000022.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",13311,23973,
24_23,cn_3811_IS102,,putative,composite transposon,3811,,0,0.926,1.0,0,78,"NZ_CAKNDH010000024.1 Klebsiella pneumoniae strain cpe073, whole genome shotgun sequence",28498,32309,
