#date: 2024-05-19_21:46
#sample: GCF_929606505.1_cpe035_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
24,ISKpn14,,predicted,insertion sequence,768,,0,0.93,1.0,0,54,"NZ_CAKNBQ010000033.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",20940,21707,M768
25,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,0.996,1.0,0,8,"NZ_CAKNBQ010000035.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",1765,4042,M2278
26,ISEc29,,predicted,insertion sequence,1325,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000035.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",6967,8291,M1325
27,ISEc28,,predicted,insertion sequence,897,,0,0.998,1.0,0,2,"NZ_CAKNBQ010000035.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",9944,10840,M897
28,ISEc33,,predicted,insertion sequence,1153,,0,0.998,1.0,0,2,"NZ_CAKNBQ010000038.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",11239,12391,M1153
29,ISAba125,,predicted,insertion sequence,1087,,0,0.998,1.0,0,2,"NZ_CAKNBQ010000038.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2126,3212,M1087
30,ISAba125,,predicted,insertion sequence,988,,0,0.994,0.909,0,6,"NZ_CAKNBQ010000038.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",12392,13379,M988
31,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000039.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",3504,7150,M3647
32,IS5075,,predicted,insertion sequence,1327,,0,0.932,1.0,0,90,"NZ_CAKNBQ010000039.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2177,3503,M1327
33,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000039.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",9580,10459,M880
34,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNBQ010000040.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",319,1086,M768
35,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000045.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2369,3188,M820
36,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000045.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",3190,4009,M820
37,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,809,,0,1.0,0.987,0,0,"NZ_CAKNBQ010000045.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",4011,4819,M809
23_22,cn_2701_ISSen9,,putative,composite transposon,2701,,0,0.927,1.0,0,56,"NZ_CAKNBQ010000028.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",420,3121,
25_24,cn_8886_ISKpn14,,putative,composite transposon,8886,,0,0.93,1.0,0,54,"NZ_CAKNBQ010000033.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",12821,21707,
31_29,cn_9113_ISAba125,,putative,composite transposon,9113,,0,0.998,1.0,0,2,"NZ_CAKNBQ010000038.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2125,11238,
32_30,cn_2242_ISAba125,,putative,composite transposon,2242,,0,0.994,0.909,0,6,"NZ_CAKNBQ010000038.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",11137,13379,
38_35,cn_3188_IS26,,putative,composite transposon,3188,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000045.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",0,3188,
39_35_36,cn_1641_IS26,,putative,composite transposon,1641,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000045.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2368,4009,
40_36_37,cn_1630_IS26,,putative,composite transposon,1630,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000045.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",3189,4819,
