#date: 2024-05-19_22:38
#sample: GCF_929618205.1_cpe015_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
24,ISKpn43,,predicted,insertion sequence,1374,,0,0.866,0.997,4,180,"NZ_CAKNDM010000030.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",199,1572,M72 I1 M1 I1 M1035 D1 M1 D1 M263
25,ISSen9,,predicted,insertion sequence,768,,0,0.951,1.0,0,38,"NZ_CAKNDM010000035.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",11829,12596,M768
26,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.999,1.0,0,1,"NZ_CAKNDM010000036.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",1,820,M820
27,ISSen4,IS1222SC;ISEc34,predicted,insertion sequence,1222,,0,0.993,0.991,6,2,"NZ_CAKNDM010000042.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",1,1222,M110 D6 M1106
28,ISLad6,,predicted,insertion sequence,1367,,0,0.887,0.999,2,152,"NZ_CAKNDM010000043.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",1850,3216,M59 D2 M1306
29,Tn6196,,predicted,unit transposon,3640,,0,1.0,0.998,0,1,"NZ_CAKNDM010000045.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",571,4210,M3640
30,IS5075,,predicted,insertion sequence,1222,,0,0.925,0.921,0,92,"NZ_CAKNDM010000045.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",4211,5432,M1222
31,ISKpn60,,predicted,insertion sequence,1379,,0.0,0.733,0.98,27,344,"NZ_CAKNDM010000048.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",291,1669,M32 I2 M1 I1 M79 D2 M125 I1 M8 D2 M2 D1 M4 I1 M16 D3 M5 D1 M4 D1 M81 I2 M3 I1 M5 D3 M679 D1 M5 I1 M242 D1 M2 D1 M4 I1 M2 I1 M64
32,ISLad6,,predicted,insertion sequence,1363,,0,0.799,0.991,12,264,"NZ_CAKNDM010000074.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",3,1365,M32 I1 M3 I1 M129 I1 M2 D1 M35 D1 M34 I1 M480 D1 M3 D1 M5 I1 M1 I1 M120 I1 M5 D1 M509
33,IS5075,,predicted,insertion sequence,1222,,0,0.929,0.921,0,87,"NZ_CAKNDM010000075.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",1,1222,M1222
34,ISEcl1,,predicted,insertion sequence,1336,,0,0.979,1.0,0,28,"NZ_CAKNDM010000076.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",2,1337,M1336
35,ISKpn26,,predicted,insertion sequence,1113,,0,0.955,0.931,0,50,"NZ_CAKNDM010000080.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",1,1113,M1113
36,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNDM010000081.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",1,880,M880
27_26,cn_13260_IS26,,putative,composite transposon,13260,,0,0.999,1.0,0,1,"NZ_CAKNDM010000036.1 Citrobacter freundii strain cpe015, whole genome shotgun sequence",0,13260,
