#date: 2024-05-19_22:16
#sample: GCF_929614975.1_cpe003_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
14,ISKpn24,,predicted,insertion sequence,2454,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000020.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",5054,7507,M2454
15,ISKpn41,,predicted,insertion sequence,1414,,0,0.971,0.939,3,36,"NZ_CAKNCQ010000023.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",17982,19395,M1282 N73 M4 I1 M2 D1 M42 I1 M10
16,ISSen4,IS1222SC;ISEc34,predicted,insertion sequence,1221,,0,0.967,1.0,0,40,"NZ_CAKNCQ010000023.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",36162,37382,M1221
17,ISEc33,,predicted,insertion sequence,1153,,0,0.998,1.0,0,2,"NZ_CAKNCQ010000024.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",43265,44417,M1153
18,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNCQ010000028.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",30605,31814,M331 I1 M879
19,ISSfl7,,predicted,insertion sequence,906,,0,0.851,0.984,0,134,"NZ_CAKNCQ010000028.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",31860,32765,M878 N5 M23
20,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000033.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",17436,21082,M3647
21,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,0.996,1.0,0,8,"NZ_CAKNCQ010000033.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",1765,4042,M2278
22,ISEc29,,predicted,insertion sequence,1325,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000033.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",6967,8291,M1325
23,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,91,"NZ_CAKNCQ010000033.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",21083,22409,M1327
24,ISEc28,,predicted,insertion sequence,897,,0,0.998,1.0,0,2,"NZ_CAKNCQ010000033.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",9944,10840,M897
25,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000037.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",4148,5803,M1656
26,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000037.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",7851,8618,M768
27,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000038.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",1416,2295,M880
28,ISAba125,,predicted,insertion sequence,1087,,0,0.994,1.0,0,6,"NZ_CAKNCQ010000041.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",1522,2608,M1087
29,ISKpn26,,predicted,insertion sequence,1196,,0,0.99,1.0,0,12,"NZ_CAKNCQ010000051.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",1,1196,M1196
30,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,809,,0,1.0,0.987,0,0,"NZ_CAKNCQ010000057.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",1,809,M809
16_15,cn_3496_ISKpn41,,putative,composite transposon,3496,,0,0.971,0.939,3,36,"NZ_CAKNCQ010000023.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",17981,21477,
