#date: 2024-05-19_22:54
#sample: GCF_929618495.1_cpe083_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
38,ISKpn43,,predicted,insertion sequence,1374,,0,0.999,1.0,0,2,"NZ_CAKNDY010000025.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",10163,11536,M1374
39,IS102,,predicted,insertion sequence,1049,,0,0.956,0.992,0,46,"NZ_CAKNDY010000025.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",9114,10162,M1049
40,ISKpn74,,predicted,insertion sequence,1056,,0,0.992,1.0,0,8,"NZ_CAKNDY010000026.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",5024,6079,M1056
41,ISKpn14,,predicted,insertion sequence,768,,0,0.999,1.0,0,1,"NZ_CAKNDY010000026.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",1261,2028,M768
42,ISKpn74,,predicted,insertion sequence,1056,,0,0.99,1.0,0,11,"NZ_CAKNDY010000027.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",3872,4927,M1056
12_11,cn_2031_IS903,,putative,composite transposon,2031,,0,0.963,0.996,1,38,"NZ_CAKNDY010000010.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",15656,17687,
13_11,cn_35354_IS903,,putative,composite transposon,35354,,0,0.963,0.996,1,38,"NZ_CAKNDY010000010.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",16632,51986,
17_16,cn_38660_IS26,,putative,composite transposon,38660,,0,0.999,1.0,0,1,"NZ_CAKNDY010000013.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",0,38660,
18_16,cn_13763_IS26,,putative,composite transposon,13763,,0,0.999,1.0,0,1,"NZ_CAKNDY010000013.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",37840,51603,
25_24,cn_24175_ISSen4,,putative,composite transposon,24175,,0,0.965,0.998,2,41,"NZ_CAKNDY010000016.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",8837,33012,
26_25,cn_9511_ISKpn74,,putative,composite transposon,9511,,0,0.932,1.0,0,72,"NZ_CAKNDY010000016.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",24566,34077,
27_25,cn_2322_ISKpn74,,putative,composite transposon,2322,,0,0.932,1.0,0,72,"NZ_CAKNDY010000016.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",33021,35343,
35_34,cn_29560_ISSen9,,putative,composite transposon,29560,,0,0.919,0.965,27,35,"NZ_CAKNDY010000019.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",536,30096,
41_40,cn_4936_ISKpn74,,putative,composite transposon,4936,,0,0.992,1.0,0,8,"NZ_CAKNDY010000026.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",1143,6079,
42_41,cn_1855_ISKpn14,,putative,composite transposon,1855,,0,0.999,1.0,0,1,"NZ_CAKNDY010000026.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",173,2028,
43_42,cn_4927_ISKpn74,,putative,composite transposon,4927,,0,0.99,1.0,0,11,"NZ_CAKNDY010000027.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",0,4927,
44_42,cn_1834_ISKpn74,,putative,composite transposon,1834,,0,0.99,1.0,0,11,"NZ_CAKNDY010000027.1 Klebsiella pneumoniae strain cpe083, whole genome shotgun sequence",3871,5705,
