#date: 2024-05-19_23:03
#sample: GCF_929618865.1_cpe058_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
11,ISKpn24,,predicted,insertion sequence,2454,,0,1.0,1.0,0,0,"NZ_CAKNEI010000018.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",5088,7541,M2454
12,ISKpn41,,predicted,insertion sequence,1426,,0,0.992,1.0,0,12,"NZ_CAKNEI010000019.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",19976,21401,M1426
13,ISSen4,IS1222SC;ISEc34,predicted,insertion sequence,1221,,0,0.967,1.0,0,40,"NZ_CAKNEI010000019.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",36086,37306,M1221
14,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNEI010000024.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",30589,31798,M331 I1 M879
15,ISSfl7,,predicted,insertion sequence,906,,0,0.851,0.984,0,134,"NZ_CAKNEI010000024.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",31844,32749,M878 N5 M23
16,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNEI010000029.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",18336,19991,M1656
17,IS5075,,predicted,insertion sequence,1327,,0,0.934,1.0,0,87,"NZ_CAKNEI010000029.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",12257,13583,M1327
18,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNEI010000029.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",11409,12176,M768
19,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,0.996,1.0,0,8,"NZ_CAKNEI010000032.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",12369,14646,M2278
20,ISEc29,,predicted,insertion sequence,1325,,0,1.0,1.0,0,0,"NZ_CAKNEI010000032.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",8120,9444,M1325
21,ISEc28,,predicted,insertion sequence,897,,0,0.998,1.0,0,2,"NZ_CAKNEI010000032.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",5571,6467,M897
22,ISEc33,,predicted,insertion sequence,1153,,0,0.998,1.0,0,2,"NZ_CAKNEI010000034.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",4,1156,M1153
23,ISAba125,,predicted,insertion sequence,1087,,0,0.998,1.0,0,2,"NZ_CAKNEI010000034.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",9183,10269,M1087
24,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNEI010000035.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",1138,4784,M3647
25,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,91,"NZ_CAKNEI010000035.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",4785,6111,M1327
26,ISKpn26,,predicted,insertion sequence,1196,,0,0.99,1.0,0,12,"NZ_CAKNEI010000036.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",1,1196,M1196
27,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNEI010000037.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",1405,2284,M880
28,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNEI010000038.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",119,886,M768
29,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,809,,0,1.0,0.987,0,0,"NZ_CAKNEI010000040.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",2393,3201,M809
30,ISAba125,,predicted,insertion sequence,988,,0,0.994,0.909,0,6,"NZ_CAKNEI010000042.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",110,1097,M988
13_12,cn_3449_ISKpn41,,putative,composite transposon,3449,,0,0.992,1.0,0,12,"NZ_CAKNEI010000019.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",17952,21401,
24_23,cn_9113_ISAba125,,putative,composite transposon,9113,,0,0.998,1.0,0,2,"NZ_CAKNEI010000034.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",1156,10269,
30_29,cn_3201_IS26,,putative,composite transposon,3201,,0,1.0,0.987,0,0,"NZ_CAKNEI010000040.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",0,3201,
