#date: 2024-05-19_21:52
#sample: GCF_929608395.1_cpe081_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
23,ISSen9,,predicted,insertion sequence,767,,0,0.924,0.999,1,57,"NZ_CAKNBZ010000016.1 Escherichia coli strain cpe081, whole genome shotgun sequence",37506,38272,M464 I1 M303
24,ISSen9,,predicted,insertion sequence,767,,0,0.939,0.999,1,46,"NZ_CAKNBZ010000016.1 Escherichia coli strain cpe081, whole genome shotgun sequence",17614,18380,M728 I1 M39
25,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.975,1.0,0,32,"NZ_CAKNBZ010000019.1 Escherichia coli strain cpe081, whole genome shotgun sequence",25539,26829,M1291
26,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1289,,0,0.976,0.998,1,30,"NZ_CAKNBZ010000019.1 Escherichia coli strain cpe081, whole genome shotgun sequence",27881,29169,M726 I1 M563
27,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.97,1.0,0,39,"NZ_CAKNBZ010000021.1 Escherichia coli strain cpe081, whole genome shotgun sequence",24215,25505,M1291
28,ISSen9,,predicted,insertion sequence,768,,0,0.943,1.0,0,44,"NZ_CAKNBZ010000023.1 Escherichia coli strain cpe081, whole genome shotgun sequence",12988,13755,M768
29,ISEc30,,predicted,insertion sequence,753,,0.0,0.779,0.973,10,158,"NZ_CAKNBZ010000024.1 Escherichia coli strain cpe081, whole genome shotgun sequence",44583,45335,M24 I1 M5 D1 M158 I1 M7 D1 M7 D1 M2 D1 M2 I1 M1 I1 M310 I1 M216 I1 M17
30,IS5,,predicted,insertion sequence,1195,,0,0.998,1.0,0,2,"NZ_CAKNBZ010000025.1 Escherichia coli strain cpe081, whole genome shotgun sequence",3137,4331,M1195
31,ISSen9,,predicted,insertion sequence,768,,0,0.945,1.0,0,42,"NZ_CAKNBZ010000025.1 Escherichia coli strain cpe081, whole genome shotgun sequence",12593,13360,M768
32,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.999,1.0,0,1,"NZ_CAKNBZ010000029.1 Escherichia coli strain cpe081, whole genome shotgun sequence",16519,17849,M1331
33,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.999,1.0,0,1,"NZ_CAKNBZ010000031.1 Escherichia coli strain cpe081, whole genome shotgun sequence",9403,10222,M820
34,ISEc12,,predicted,insertion sequence,2581,,0,0.999,1.0,0,2,"NZ_CAKNBZ010000034.1 Escherichia coli strain cpe081, whole genome shotgun sequence",14953,17533,M2581
35,IS3411,IS3411L;IS3411R,predicted,insertion sequence,1310,,0,0.991,1.0,0,12,"NZ_CAKNBZ010000034.1 Escherichia coli strain cpe081, whole genome shotgun sequence",17684,18993,M1310
36,ISCro1,,predicted,insertion sequence,2699,,0,0.98,0.999,2,51,"NZ_CAKNBZ010000035.1 Escherichia coli strain cpe081, whole genome shotgun sequence",15799,18497,M309 D1 M2 I1 M2387
37,ISEc38,,predicted,insertion sequence,1722,,0,0.994,1.0,0,10,"NZ_CAKNBZ010000041.1 Escherichia coli strain cpe081, whole genome shotgun sequence",4268,5989,M1722
38,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNBZ010000043.1 Escherichia coli strain cpe081, whole genome shotgun sequence",1078,1957,M880
39,ISSen15,,predicted,insertion sequence,776,,0,0.914,0.949,0,67,"NZ_CAKNBZ010000048.1 Escherichia coli strain cpe081, whole genome shotgun sequence",2311,3086,M776
13_12,cn_12338_ISEc22,,putative,composite transposon,12338,,0,0.997,0.908,0,7,"NZ_CAKNBZ010000006.1 Escherichia coli strain cpe081, whole genome shotgun sequence",287620,299958,
14_12,cn_3900_ISEc22,,putative,composite transposon,3900,,0,0.997,0.908,0,7,"NZ_CAKNBZ010000006.1 Escherichia coli strain cpe081, whole genome shotgun sequence",297729,301629,
25_23_24,cn_20659_ISSen9,,putative,composite transposon,20659,,0,0.939,0.999,1,46,"NZ_CAKNBZ010000016.1 Escherichia coli strain cpe081, whole genome shotgun sequence",17613,38272,
27_25_26,cn_3631_ISEc1,,putative,composite transposon,3631,,0,0.975,1.0,0,32,"NZ_CAKNBZ010000019.1 Escherichia coli strain cpe081, whole genome shotgun sequence",25538,29169,
32_31,cn_13360_ISSen9,,putative,composite transposon,13360,,0,0.945,1.0,0,42,"NZ_CAKNBZ010000025.1 Escherichia coli strain cpe081, whole genome shotgun sequence",0,13360,
34_33,cn_10222_IS26,,putative,composite transposon,10222,,0,0.999,1.0,0,1,"NZ_CAKNBZ010000031.1 Escherichia coli strain cpe081, whole genome shotgun sequence",0,10222,
40_39,cn_3086_ISSen15,,putative,composite transposon,3086,,0,0.914,0.949,0,67,"NZ_CAKNBZ010000048.1 Escherichia coli strain cpe081, whole genome shotgun sequence",0,3086,
