#date: 2024-05-19_22:13
#sample: GCF_929614905.1_cpe087_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
28,MITEEc1,,predicted,mite,123,,0.0,0.984,1.0,0,2,"NZ_CAKNCS010000020.1 Escherichia coli strain cpe087, whole genome shotgun sequence",17050,17172,M123
29,ISEc38,,predicted,insertion sequence,1722,,0,0.947,1.0,0,91,"NZ_CAKNCS010000023.1 Escherichia coli strain cpe087, whole genome shotgun sequence",1660,3381,M1722
30,IS609,,predicted,insertion sequence,1747,,0,0.979,0.999,1,35,"NZ_CAKNCS010000025.1 Escherichia coli strain cpe087, whole genome shotgun sequence",64399,66145,M1346 I1 M401
31,ISEch5,,predicted,insertion sequence,704,,0,0.878,0.99,1,85,"NZ_CAKNCS010000025.1 Escherichia coli strain cpe087, whole genome shotgun sequence",68201,68904,M80 I1 M624
32,ISSen9,,predicted,insertion sequence,768,,0,0.93,1.0,0,54,"NZ_CAKNCS010000029.1 Escherichia coli strain cpe087, whole genome shotgun sequence",54033,54800,M768
33,ISEc12,,predicted,insertion sequence,2581,,0,0.999,1.0,0,2,"NZ_CAKNCS010000032.1 Escherichia coli strain cpe087, whole genome shotgun sequence",16447,19027,M2581
34,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNCS010000032.1 Escherichia coli strain cpe087, whole genome shotgun sequence",3439,4318,M880
35,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNCS010000035.1 Escherichia coli strain cpe087, whole genome shotgun sequence",11873,12640,M768
36,ISEc27,,predicted,insertion sequence,1233,,0,0.858,0.933,0,175,"NZ_CAKNCS010000043.1 Escherichia coli strain cpe087, whole genome shotgun sequence",1,1233,M1233
37,ISSen9,,predicted,insertion sequence,764,,0,0.932,0.995,4,48,"NZ_CAKNCS010000043.1 Escherichia coli strain cpe087, whole genome shotgun sequence",10097,10860,M350 I4 M414
38,ISSen9,,predicted,insertion sequence,768,,0,0.947,1.0,0,41,"NZ_CAKNCS010000044.1 Escherichia coli strain cpe087, whole genome shotgun sequence",651,1418,M768
39,ISEc30,,predicted,insertion sequence,765,,0,0.97,0.999,1,22,"NZ_CAKNCS010000046.1 Escherichia coli strain cpe087, whole genome shotgun sequence",10699,11463,M94 I1 M671
40,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,92,"NZ_CAKNCS010000051.1 Escherichia coli strain cpe087, whole genome shotgun sequence",2,1328,M1327
41,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNCS010000061.1 Escherichia coli strain cpe087, whole genome shotgun sequence",3724,5379,M1656
10_9,cn_7004_IS629,,putative,composite transposon,7004,,0,0.985,1.0,0,20,"NZ_CAKNCS010000004.1 Escherichia coli strain cpe087, whole genome shotgun sequence",237870,244874,
12_11,cn_27040_IS2,,putative,composite transposon,27040,,0,0.956,1.0,0,59,"NZ_CAKNCS010000004.1 Escherichia coli strain cpe087, whole genome shotgun sequence",210831,237871,
19_18,cn_5813_ISLad1,,putative,composite transposon,5813,,0,0.902,0.999,1,121,"NZ_CAKNCS010000005.1 Escherichia coli strain cpe087, whole genome shotgun sequence",142673,148486,
26_25,cn_3324_ISEc1,,putative,composite transposon,3324,,0,0.964,1.0,0,46,"NZ_CAKNCS010000015.1 Escherichia coli strain cpe087, whole genome shotgun sequence",29069,32393,
27_26,cn_6435_ISSen9,,putative,composite transposon,6435,,0,0.962,1.0,0,29,"NZ_CAKNCS010000017.1 Escherichia coli strain cpe087, whole genome shotgun sequence",0,6435,
