#date: 2024-05-19_22:07
#sample: GCF_929614515.1_cpe092_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
14,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1290,,0,0.96,0.998,3,49,"NZ_CAKNCL010000017.1 Escherichia coli strain cpe092, whole genome shotgun sequence",82107,83396,M1149 I1 M116 D1 M2 I1 M22
15,MITEEc1,,predicted,mite,121,,0.0,0.992,0.984,0,1,"NZ_CAKNCL010000017.1 Escherichia coli strain cpe092, whole genome shotgun sequence",17659,17779,M121
16,ICEKpnHS11286-1,,predicted,ice,62197,,0,0.992,0.997,61,465,"NZ_CAKNCL010000022.1 Escherichia coli strain cpe092, whole genome shotgun sequence",9189,71385,M1834 N66 M15357 D5 M1880 D18 M143 I6 M2288 I4 M194 I1 M6 D1 M6 D1 M3 I1 M400 I1 M6 D1 M7 D1 M4 I1 M1245 I1 M3 D1 M9 I1 M2 D1 M37 D1 M2 D2 M2 D3 M12 D1 M2 I1 M47 D1 M3 I1 M11 D1 M2 D1 M6 I2 M31 D1 M7581 I1 M30968
17,MITEYpe1,,predicted,mite,115,,0.0,0.786,0.902,4,21,"NZ_CAKNCL010000023.1 Escherichia coli strain cpe092, whole genome shotgun sequence",39727,39841,M43 D1 M5 I1 M21 I1 M4 D1 M40
18,ISKpn28,,predicted,insertion sequence,1096,,0.0,0.751,0.984,18,257,"NZ_CAKNCL010000025.1 Escherichia coli strain cpe092, whole genome shotgun sequence",50694,51789,M120 I1 M3 D1 M421 I1 M4 D1 M119 I2 M5 D1 M1 D1 M130 D1 M6 I1 M200 I1 M1 I1 M3 I1 M2 D1 M1 D2 M30 I1 M8 D1 M33
19,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1288,,0,0.967,0.998,1,42,"NZ_CAKNCL010000026.1 Escherichia coli strain cpe092, whole genome shotgun sequence",46927,48214,M1147 I1 M141
20,MITEEc1,,predicted,mite,123,,0.0,0.935,1.0,0,8,"NZ_CAKNCL010000026.1 Escherichia coli strain cpe092, whole genome shotgun sequence",34119,34241,M123
21,ISCro1,,predicted,insertion sequence,2699,,0,0.98,0.999,2,51,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",58653,61351,M2387 I1 M2 D1 M309
22,ISSen8,,predicted,insertion sequence,1954,,0,0.869,1.0,0,255,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",10730,12683,M1954
23,ISSen9,,predicted,insertion sequence,757,,0,0.928,0.986,11,44,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",40538,41294,M400 I11 M357
24,ISSen9,,predicted,insertion sequence,768,,0,0.943,1.0,0,44,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",24247,25014,M768
25,ISSen9,,predicted,insertion sequence,768,,0,0.947,1.0,0,41,"NZ_CAKNCL010000031.1 Escherichia coli strain cpe092, whole genome shotgun sequence",32968,33735,M768
26,Tn6024,,predicted,unit transposon,31005,,0,0.999,0.957,1,15,"NZ_CAKNCL010000033.1 Escherichia coli strain cpe092, whole genome shotgun sequence",3381,34385,M21696 I1 M9309
27,Tn5403,,predicted,unit transposon,3664,,0,0.999,1.0,1,3,"NZ_CAKNCL010000034.1 Escherichia coli strain cpe092, whole genome shotgun sequence",6115,9778,M3570 D1 M93
28,ISSm1,,predicted,insertion sequence,1368,,0,0.898,0.999,1,139,"NZ_CAKNCL010000034.1 Escherichia coli strain cpe092, whole genome shotgun sequence",13897,15264,M66 I1 M1302
29,ISSen9,,predicted,insertion sequence,768,,0,0.936,1.0,0,49,"NZ_CAKNCL010000034.1 Escherichia coli strain cpe092, whole genome shotgun sequence",16795,17562,M768
30,ISEc8,,predicted,insertion sequence,2289,,0,0.994,0.939,0,13,"NZ_CAKNCL010000038.1 Escherichia coli strain cpe092, whole genome shotgun sequence",3902,6190,M224 N-5 M2070
31,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNCL010000047.1 Escherichia coli strain cpe092, whole genome shotgun sequence",2312,3131,M820
32,ISSen9,,predicted,insertion sequence,758,,0,0.926,0.987,0,56,"NZ_CAKNCL010000050.1 Escherichia coli strain cpe092, whole genome shotgun sequence",848,1605,M758
8_7,cn_6881_IS609,,putative,composite transposon,6881,,0,0.978,1.0,0,39,"NZ_CAKNCL010000004.1 Escherichia coli strain cpe092, whole genome shotgun sequence",79814,86695,
15_14,cn_1670_ISEc1,,putative,composite transposon,1670,,0,0.96,0.998,3,49,"NZ_CAKNCL010000017.1 Escherichia coli strain cpe092, whole genome shotgun sequence",82106,83776,
25_24,cn_14584_ISSen9,,putative,composite transposon,14584,,0,0.943,1.0,0,44,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",10430,25014,
26_23_24,cn_17048_ISSen9,,putative,composite transposon,17048,,0,0.943,1.0,0,44,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",24246,41294,
27_23,cn_18114_ISSen9,,putative,composite transposon,18114,,0,0.928,0.986,11,44,"NZ_CAKNCL010000027.1 Escherichia coli strain cpe092, whole genome shotgun sequence",40537,58651,
26_25,cn_33735_ISSen9,,putative,composite transposon,33735,,0,0.947,1.0,0,41,"NZ_CAKNCL010000031.1 Escherichia coli strain cpe092, whole genome shotgun sequence",0,33735,
27_25,cn_4987_ISSen9,,putative,composite transposon,4987,,0,0.947,1.0,0,41,"NZ_CAKNCL010000031.1 Escherichia coli strain cpe092, whole genome shotgun sequence",32967,37954,
30_29,cn_10772_ISSen9,,putative,composite transposon,10772,,0,0.936,1.0,0,49,"NZ_CAKNCL010000034.1 Escherichia coli strain cpe092, whole genome shotgun sequence",16794,27566,
32_31,cn_3131_IS26,,putative,composite transposon,3131,,0,1.0,1.0,0,0,"NZ_CAKNCL010000047.1 Escherichia coli strain cpe092, whole genome shotgun sequence",0,3131,
33_32,cn_1605_ISSen9,,putative,composite transposon,1605,,0,0.926,0.987,0,56,"NZ_CAKNCL010000050.1 Escherichia coli strain cpe092, whole genome shotgun sequence",0,1605,
