#date: 2024-05-19_22:21
#sample: GCF_929616755.1_cpe014_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
15,MITEEc1,,predicted,mite,122,,0.0,0.87,0.992,1,15,"NZ_CAKNCX010000006.1 Escherichia coli strain cpe014, whole genome shotgun sequence",146931,147052,M48 I1 M74
16,MITEYpe1,,predicted,mite,117,,0.0,0.822,0.935,2,19,"NZ_CAKNCX010000006.1 Escherichia coli strain cpe014, whole genome shotgun sequence",64974,65090,M54 D1 M2 I1 M60
17,MITEYpe1,,predicted,mite,115,,0.0,0.786,0.902,4,21,"NZ_CAKNCX010000007.1 Escherichia coli strain cpe014, whole genome shotgun sequence",35977,36091,M40 D1 M4 I1 M21 I1 M5 D1 M43
18,MITEEc1,,predicted,mite,123,,0.0,1.0,1.0,0,0,"NZ_CAKNCX010000008.1 Escherichia coli strain cpe014, whole genome shotgun sequence",27439,27561,M123
19,MITEEc1,,predicted,mite,121,,0.0,0.992,0.984,0,1,"NZ_CAKNCX010000009.1 Escherichia coli strain cpe014, whole genome shotgun sequence",146692,146812,M121
20,Tn6024,,predicted,unit transposon,32410,,0,1.0,1.0,1,11,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",125487,157896,M1509 D1 M30900
21,ISKpn25,,predicted,insertion sequence,8154,,0,1.0,1.0,0,0,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",96179,104332,M8154
22,ISKpn19,,predicted,insertion sequence,2851,,0,1.0,1.0,0,0,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",12405,15255,M2851
23,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",3780,5435,M1656
24,ISKpn8,,predicted,insertion sequence,1443,,0,0.999,1.0,0,1,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",74824,76266,M1443
25,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.999,1.0,0,1,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",168602,169892,M1291
26,ISEc33,,predicted,insertion sequence,1153,,0,0.819,1.0,0,209,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",17399,18551,M1153
27,ISAba125,,predicted,insertion sequence,988,,0,0.994,0.909,0,6,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",16411,17398,M988
28,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",21947,22766,M820
29,ISEc23,,predicted,insertion sequence,2302,,0,0.998,0.909,0,4,"NZ_CAKNCX010000011.1 Escherichia coli strain cpe014, whole genome shotgun sequence",159653,161954,M2302
30,MITEEc1,,predicted,mite,122,,0.0,0.87,0.992,1,15,"NZ_CAKNCX010000011.1 Escherichia coli strain cpe014, whole genome shotgun sequence",34193,34314,M78 I1 M44
31,MITEEc1,,predicted,mite,122,,0.0,0.943,0.992,0,7,"NZ_CAKNCX010000012.1 Escherichia coli strain cpe014, whole genome shotgun sequence",84686,84807,M122
32,IS2,IS4521L;IS4521R,predicted,insertion sequence,1322,,0,0.952,0.993,0,64,"NZ_CAKNCX010000014.1 Escherichia coli strain cpe014, whole genome shotgun sequence",43878,45199,M1322
33,ISSen9,,predicted,insertion sequence,768,,0,0.958,1.0,0,32,"NZ_CAKNCX010000015.1 Escherichia coli strain cpe014, whole genome shotgun sequence",32337,33104,M768
34,MITEYpe1,,predicted,mite,115,,0.0,0.8,0.935,0,23,"NZ_CAKNCX010000016.1 Escherichia coli strain cpe014, whole genome shotgun sequence",66890,67004,M115
35,ISEc78,,predicted,insertion sequence,2436,,0,0.991,1.0,1,22,"NZ_CAKNCX010000017.1 Escherichia coli strain cpe014, whole genome shotgun sequence",121885,124320,M846 I1 M1590
36,MITEYpe1,,predicted,mite,117,,0.0,0.771,0.935,2,25,"NZ_CAKNCX010000020.1 Escherichia coli strain cpe014, whole genome shotgun sequence",85190,85306,M99 I1 M2 D1 M15
37,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.978,1.0,0,28,"NZ_CAKNCX010000024.1 Escherichia coli strain cpe014, whole genome shotgun sequence",23613,24903,M1291
38,MITEEc1,,predicted,mite,123,,0.0,0.992,1.0,0,1,"NZ_CAKNCX010000024.1 Escherichia coli strain cpe014, whole genome shotgun sequence",10767,10889,M123
39,ISEc38,,predicted,insertion sequence,1722,,0,0.951,1.0,0,84,"NZ_CAKNCX010000030.1 Escherichia coli strain cpe014, whole genome shotgun sequence",358,2079,M1722
40,ISEc45,,predicted,insertion sequence,1446,,0,0.975,0.999,1,35,"NZ_CAKNCX010000030.1 Escherichia coli strain cpe014, whole genome shotgun sequence",6823,8268,M1246 I1 M200
41,ISSen9,,predicted,insertion sequence,768,,0,0.939,1.0,0,47,"NZ_CAKNCX010000030.1 Escherichia coli strain cpe014, whole genome shotgun sequence",24503,25270,M768
42,ISKpn8,,predicted,insertion sequence,1443,,0,0.947,1.0,0,77,"NZ_CAKNCX010000037.1 Escherichia coli strain cpe014, whole genome shotgun sequence",365,1807,M1443
43,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1290,,0,0.954,0.998,3,56,"NZ_CAKNCX010000039.1 Escherichia coli strain cpe014, whole genome shotgun sequence",15072,16361,M1150 I1 M115 D1 M2 I1 M22
44,ISEch14,,predicted,insertion sequence,1601,,0,0.8,0.949,27,297,"NZ_CAKNCX010000041.1 Escherichia coli strain cpe014, whole genome shotgun sequence",13481,15081,M6 I1 M38 I1 M67 I1 M78 I1 M4 D1 M152 D1 M3 I1 M113 I1 M2 I1 M3 D1 M3 D1 M58 I1 M2 D1 M169 D1 M4 I1 M68 D1 M6 I1 M45 D2 M3 I1 M3 I1 M23 I1 M2 D1 M452 I1 M1 I3 M286
45,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNCX010000043.1 Escherichia coli strain cpe014, whole genome shotgun sequence",6293,7060,M768
46,IS421,IS186,predicted,insertion sequence,1339,,0,0.998,0.998,3,0,"NZ_CAKNCX010000053.1 Escherichia coli strain cpe014, whole genome shotgun sequence",3,1341,M1120 I3 M219
2_1,cn_6725_ISSba14,,putative,composite transposon,6725,,0,0.886,0.947,13,400,"NZ_CAKNCX010000003.1 Escherichia coli strain cpe014, whole genome shotgun sequence",128223,134948,
10_9,cn_5813_ISLad1,,putative,composite transposon,5813,,0,0.903,0.999,1,120,"NZ_CAKNCX010000003.1 Escherichia coli strain cpe014, whole genome shotgun sequence",3609,9422,
13_11,cn_18864_ISSen9,,putative,composite transposon,18864,,0,0.923,1.0,0,59,"NZ_CAKNCX010000003.1 Escherichia coli strain cpe014, whole genome shotgun sequence",0,18864,
14_13,cn_3837_ISSen9,,putative,composite transposon,3837,,0,0.92,0.996,3,59,"NZ_CAKNCX010000005.1 Escherichia coli strain cpe014, whole genome shotgun sequence",231226,235063,
28_27,cn_2242_ISAba125,,putative,composite transposon,2242,,0,0.994,0.909,0,6,"NZ_CAKNCX010000010.1 Escherichia coli strain cpe014, whole genome shotgun sequence",16410,18652,
34_33,cn_33104_ISSen9,,putative,composite transposon,33104,,0,0.958,1.0,0,32,"NZ_CAKNCX010000015.1 Escherichia coli strain cpe014, whole genome shotgun sequence",0,33104,
44_43,cn_2244_ISEc1,,putative,composite transposon,2244,,0,0.954,0.998,3,56,"NZ_CAKNCX010000039.1 Escherichia coli strain cpe014, whole genome shotgun sequence",14117,16361,
45_43,cn_1670_ISEc1,,putative,composite transposon,1670,,0,0.954,0.998,3,56,"NZ_CAKNCX010000039.1 Escherichia coli strain cpe014, whole genome shotgun sequence",15071,16741,
