#date: 2024-05-19_22:02
#sample: GCF_929608935.1_cpe049_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
15,ISLad2,ISCfr7,predicted,insertion sequence,1634,,0,0.953,0.992,0,76,"NZ_CAKNCG010000030.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",28531,30164,M1634
16,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.966,1.0,0,36,"NZ_CAKNCG010000030.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",16446,17502,M1057
17,ISPre1,,predicted,insertion sequence,1161,,0,0.844,0.971,4,178,"NZ_CAKNCG010000030.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",15274,16434,M764 I1 M5 D1 M367 D1 M9 I1 M14
18,ISSen9,,predicted,insertion sequence,768,,0,0.931,1.0,0,53,"NZ_CAKNCG010000033.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",1,768,M768
19,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNCG010000038.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",4097,4976,M880
20,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNCG010000039.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",6738,7833,M1096
21,ISSpu2,,predicted,insertion sequence,1152,,0,0.995,1.0,0,6,"NZ_CAKNCG010000040.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",4,1155,M1152
22,IS102,,predicted,insertion sequence,1057,,0,0.942,1.0,0,61,"NZ_CAKNCG010000040.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",2570,3626,M1057
8_7,cn_52250_ISKpn60,,putative,composite transposon,52250,,0,1.0,1.0,0,0,"NZ_CAKNCG010000020.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",8808,61058,
9_8,cn_52303_ISEc21,,putative,composite transposon,52303,,0.0,0.739,0.978,30,333,"NZ_CAKNCG010000020.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",8755,61058,
12_11,cn_8859_ISSen9,,putative,composite transposon,8859,,0,0.94,0.988,9,38,"NZ_CAKNCG010000020.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",70217,79076,
14_13,cn_2853_ISCfr14,,putative,composite transposon,2853,,0,0.891,0.998,4,262,"NZ_CAKNCG010000026.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",29906,32759,
17_16,cn_17498_IS903,,putative,composite transposon,17498,,0,0.966,1.0,0,36,"NZ_CAKNCG010000030.1 Klebsiella pneumoniae strain cpe049, whole genome shotgun sequence",4,17502,
