#date: 2024-05-19_23:14
#sample: GCF_929619005.1_cpe025_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
20,ISCfr1,,predicted,insertion sequence,1617,,0,1.0,1.0,0,0,"NZ_CAKNEP010000040.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",1664,3280,M1617
21,ISEc8,,predicted,insertion sequence,2442,,0,0.996,1.0,0,10,"NZ_CAKNEP010000041.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",3075,5516,M2442
22,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNEP010000042.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",3375,4254,M880
23,Tn6196,,predicted,unit transposon,3542,,0,0.828,0.963,33,578,"NZ_CAKNEP010000047.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",203,3744,M439 I1 M5 D1 M104 D3 M443 I1 M4 D1 M120 I1 M5 D1 M463 I1 M3 D1 M74 D1 M6 I1 M216 I1 M2 D1 M306 I3 M185 D1 M4 I1 M180 D1 M2 I1 M148 D1 M4 I1 M245 I1 M2 I2 M393 D1 M2 D1 M4 I2 M14 D1 M8 I1 M146
24,ISKpn26,,predicted,insertion sequence,1196,,0,0.995,1.0,0,6,"NZ_CAKNEP010000050.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",2252,3447,M1196
25,IS5075,,predicted,insertion sequence,1276,,0,0.931,0.966,0,88,"NZ_CAKNEP010000050.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",12,1287,M775 N-6 M507
26,ISLad6,,predicted,insertion sequence,1367,,0,0.887,0.999,2,152,"NZ_CAKNEP010000055.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",7,1373,M59 D2 M1306
27,ISEc36,,predicted,insertion sequence,1321,,0,0.978,1.0,0,29,"NZ_CAKNEP010000057.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",6,1326,M1321
28,IS5075,,predicted,insertion sequence,1230,,0,0.998,0.927,0,3,"NZ_CAKNEP010000059.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",1,1230,M1230
29,ISEc33,,predicted,insertion sequence,1153,,0,0.998,1.0,0,2,"NZ_CAKNEP010000060.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",4,1156,M1153
30,ISSen9,,predicted,insertion sequence,760,,0,0.95,0.99,0,38,"NZ_CAKNEP010000065.1 Citrobacter freundii strain cpe025, whole genome shotgun sequence",3,762,M760
