#date: 2024-05-19_21:38
#sample: GCF_929606275.1_cpe016_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
29,ISAba125,,predicted,insertion sequence,1087,,0,0.993,1.0,0,8,"NZ_CAKNBL010000058.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",16882,17968,M1087
30,ISAba12,,predicted,insertion sequence,1040,,0,0.86,0.993,7,139,"NZ_CAKNBL010000058.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",19679,20718,M615 I1 M3 D1 M172 I1 M4 I1 M4 D2 M209 D1 M29
31,ISAba26,,predicted,insertion sequence,1318,,0,0.999,1.0,0,1,"NZ_CAKNBL010000059.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",1017,2334,M1318
32,ISAca1,,predicted,insertion sequence,1199,,0,0.866,0.984,19,142,"NZ_CAKNBL010000060.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",5820,7018,M6 I1 M36 I1 M530 D6 M3 D8 M2 D1 M144 D1 M3 I1 M459
33,ISAba12,,predicted,insertion sequence,1037,,0,0.889,0.996,4,111,"NZ_CAKNBL010000066.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",15378,16414,M971 I2 M42 I1 M4 D1 M19
34,ISAha2,,predicted,insertion sequence,1040,,0,0.996,1.0,0,4,"NZ_CAKNBL010000075.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",7832,8871,M1040
35,ISAha3,,predicted,insertion sequence,1039,,0,0.819,0.996,4,184,"NZ_CAKNBL010000108.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",351,1389,M16 D1 M18 I1 M230 D1 M5 I1 M768
4_3,cn_10067_ISAba29,,putative,composite transposon,10067,,0,0.96,1.0,0,52,"NZ_CAKNBL010000002.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",127175,137242,
13_12,cn_2116_ISAba19,,putative,composite transposon,2116,,0,0.998,0.918,0,2,"NZ_CAKNBL010000023.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",4495,6611,
14_13,cn_46817_ISAba12,,putative,composite transposon,46817,,0,0.987,1.0,0,13,"NZ_CAKNBL010000023.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",151,46968,
15_13,cn_1932_ISAba12,,putative,composite transposon,1932,,0,0.987,1.0,0,13,"NZ_CAKNBL010000023.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",45929,47861,
16_15,cn_3060_ISAba17,,putative,composite transposon,3060,,0,0.995,1.0,1,11,"NZ_CAKNBL010000033.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",28080,31140,
22_21,cn_2192_ISAcsp3,,putative,composite transposon,2192,,0,0.929,0.996,5,83,"NZ_CAKNBL010000044.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",4610,6802,
23_22,cn_1448_IS1006,,putative,composite transposon,1448,,0,0.949,1.0,0,42,"NZ_CAKNBL010000044.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",1748,3196,
24_22,cn_19383_IS1006,,putative,composite transposon,19383,,0,0.949,1.0,0,42,"NZ_CAKNBL010000044.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",2377,21760,
24_23,cn_19383_ISOur1,,putative,composite transposon,19383,,0,0.985,0.999,1,11,"NZ_CAKNBL010000044.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",2377,21760,
25_24,cn_26573_ISAba40,,putative,composite transposon,26573,,0,1.0,1.0,0,0,"NZ_CAKNBL010000053.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",0,26573,
29_28,cn_10463_ISAba9,,putative,composite transposon,10463,,0,0.997,1.0,0,3,"NZ_CAKNBL010000057.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",14592,25055,
31_30,cn_1862_ISAba12,,putative,composite transposon,1862,,0,0.86,0.993,7,139,"NZ_CAKNBL010000058.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",18856,20718,
32_31,cn_2104_ISAba26,,putative,composite transposon,2104,,0,0.999,1.0,0,1,"NZ_CAKNBL010000059.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",230,2334,
36_35,cn_1374_ISAha3,,putative,composite transposon,1374,,0,0.819,0.996,4,184,"NZ_CAKNBL010000108.1 Acinetobacter baumannii strain cpe016, whole genome shotgun sequence",15,1389,
