#date: 2024-05-19_21:36
#sample: GCF_929606205.1_cpe041_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
11,MITEYpe1,,predicted,mite,115,,0.0,0.786,0.902,4,21,"NZ_CAKNBK010000005.1 Escherichia coli strain cpe041, whole genome shotgun sequence",304864,304978,M43 D1 M5 I1 M21 I1 M4 D1 M40
12,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.979,1.0,0,27,"NZ_CAKNBK010000006.1 Escherichia coli strain cpe041, whole genome shotgun sequence",173638,174928,M1291
13,ISSen9,,predicted,insertion sequence,768,,0,0.927,1.0,0,56,"NZ_CAKNBK010000006.1 Escherichia coli strain cpe041, whole genome shotgun sequence",221240,222007,M768
14,MITEEc1,,predicted,mite,122,,0.0,0.943,0.992,0,7,"NZ_CAKNBK010000006.1 Escherichia coli strain cpe041, whole genome shotgun sequence",46494,46615,M122
15,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,0.999,1.0,0,1,"NZ_CAKNBK010000007.1 Escherichia coli strain cpe041, whole genome shotgun sequence",230257,231912,M1656
16,IS609,,predicted,insertion sequence,1748,,0,0.976,1.0,0,42,"NZ_CAKNBK010000007.1 Escherichia coli strain cpe041, whole genome shotgun sequence",171334,173081,M1748
17,IS30,IS121,predicted,insertion sequence,1221,,0,0.998,1.0,0,2,"NZ_CAKNBK010000008.1 Escherichia coli strain cpe041, whole genome shotgun sequence",9719,10939,M1221
18,Tn6024,,predicted,unit transposon,31005,,0,0.999,0.957,1,16,"NZ_CAKNBK010000009.1 Escherichia coli strain cpe041, whole genome shotgun sequence",119,31123,M9309 I1 M21696
19,ISEc12,,predicted,insertion sequence,2581,,0,1.0,1.0,0,1,"NZ_CAKNBK010000012.1 Escherichia coli strain cpe041, whole genome shotgun sequence",132683,135263,M2581
20,MITEYpe1,,predicted,mite,115,,0.0,0.8,0.935,0,23,"NZ_CAKNBK010000012.1 Escherichia coli strain cpe041, whole genome shotgun sequence",69362,69476,M115
21,IS609,,predicted,insertion sequence,1644,,0,0.98,0.941,1,32,"NZ_CAKNBK010000013.1 Escherichia coli strain cpe041, whole genome shotgun sequence",67170,68813,M4 I1 M1640
22,ISSen9,,predicted,insertion sequence,768,,0,0.945,1.0,0,42,"NZ_CAKNBK010000014.1 Escherichia coli strain cpe041, whole genome shotgun sequence",31904,32671,M768
23,ISSen9,,predicted,insertion sequence,768,,0,0.947,1.0,0,41,"NZ_CAKNBK010000014.1 Escherichia coli strain cpe041, whole genome shotgun sequence",46386,47153,M768
24,ISEc23,,predicted,insertion sequence,2356,,0,0.998,0.93,0,5,"NZ_CAKNBK010000015.1 Escherichia coli strain cpe041, whole genome shotgun sequence",119777,122132,M2356
25,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1288,,0,0.967,0.998,1,41,"NZ_CAKNBK010000016.1 Escherichia coli strain cpe041, whole genome shotgun sequence",91545,92832,M1147 I1 M141
26,MITEEc1,,predicted,mite,123,,0.0,0.935,1.0,0,8,"NZ_CAKNBK010000016.1 Escherichia coli strain cpe041, whole genome shotgun sequence",78737,78859,M123
27,IS4,,predicted,insertion sequence,1426,,0,0.996,1.0,0,5,"NZ_CAKNBK010000019.1 Escherichia coli strain cpe041, whole genome shotgun sequence",2,1427,M1426
28,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1290,,0,0.96,0.998,3,49,"NZ_CAKNBK010000021.1 Escherichia coli strain cpe041, whole genome shotgun sequence",77152,78441,M1149 I1 M116 D1 M2 I1 M22
29,MITEEc1,,predicted,mite,121,,0.0,0.992,0.984,0,1,"NZ_CAKNBK010000021.1 Escherichia coli strain cpe041, whole genome shotgun sequence",12704,12824,M121
30,ISKpn19,,predicted,insertion sequence,2851,,0,1.0,1.0,0,1,"NZ_CAKNBK010000024.1 Escherichia coli strain cpe041, whole genome shotgun sequence",3166,6016,M2851
31,ISKox3,,predicted,insertion sequence,1316,,0,1.0,1.0,0,0,"NZ_CAKNBK010000024.1 Escherichia coli strain cpe041, whole genome shotgun sequence",14143,15458,M1316
32,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.999,1.0,0,1,"NZ_CAKNBK010000024.1 Escherichia coli strain cpe041, whole genome shotgun sequence",12709,13528,M820
33,ISEc8,,predicted,insertion sequence,2442,,0,0.994,1.0,0,14,"NZ_CAKNBK010000026.1 Escherichia coli strain cpe041, whole genome shotgun sequence",32321,34762,M2442
34,ISSen8,,predicted,insertion sequence,1954,,0,0.869,1.0,0,255,"NZ_CAKNBK010000026.1 Escherichia coli strain cpe041, whole genome shotgun sequence",35350,37303,M1954
35,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.975,1.0,0,33,"NZ_CAKNBK010000026.1 Escherichia coli strain cpe041, whole genome shotgun sequence",25549,26879,M1331
36,ISSen9,,predicted,insertion sequence,749,,0,0.935,0.975,0,49,"NZ_CAKNBK010000032.1 Escherichia coli strain cpe041, whole genome shotgun sequence",11415,12163,M749
37,ISEcl3,,predicted,insertion sequence,1003,,0,0.867,0.924,17,117,"NZ_CAKNBK010000032.1 Escherichia coli strain cpe041, whole genome shotgun sequence",393,1395,M839 D1 M1 D5 M1 D2 M3 D1 M1 D2 M1 D3 M99 I1 M4 I1 M1 I1 M39
38,ISPrst3,,predicted,insertion sequence,863,,0,0.849,0.993,3,128,"NZ_CAKNBK010000032.1 Escherichia coli strain cpe041, whole genome shotgun sequence",1445,2307,M53 I1 M2 I1 M361 I1 M447
39,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNBK010000033.1 Escherichia coli strain cpe041, whole genome shotgun sequence",2393,3212,M820
40,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNBK010000037.1 Escherichia coli strain cpe041, whole genome shotgun sequence",178,1057,M880
41,IS5,,predicted,insertion sequence,1195,,0,0.997,1.0,0,4,"NZ_CAKNBK010000046.1 Escherichia coli strain cpe041, whole genome shotgun sequence",1,1195,M1195
24_22_23,cn_15250_ISSen9,,putative,composite transposon,15250,,0,0.945,1.0,0,42,"NZ_CAKNBK010000014.1 Escherichia coli strain cpe041, whole genome shotgun sequence",31903,47153,
29_28,cn_1670_ISEc1,,putative,composite transposon,1670,,0,0.96,0.998,3,49,"NZ_CAKNBK010000021.1 Escherichia coli strain cpe041, whole genome shotgun sequence",77151,78821,
33_32,cn_13528_IS26,,putative,composite transposon,13528,,0,0.999,1.0,0,1,"NZ_CAKNBK010000024.1 Escherichia coli strain cpe041, whole genome shotgun sequence",0,13528,
34_32,cn_38319_IS26,,putative,composite transposon,38319,,0,0.999,1.0,0,1,"NZ_CAKNBK010000024.1 Escherichia coli strain cpe041, whole genome shotgun sequence",12708,51027,
37_36,cn_12163_ISSen9,,putative,composite transposon,12163,,0,0.935,0.975,0,49,"NZ_CAKNBK010000032.1 Escherichia coli strain cpe041, whole genome shotgun sequence",0,12163,
40_39,cn_3212_IS26,,putative,composite transposon,3212,,0,1.0,1.0,0,0,"NZ_CAKNBK010000033.1 Escherichia coli strain cpe041, whole genome shotgun sequence",0,3212,
41_39,cn_7655_IS26,,putative,composite transposon,7655,,0,1.0,1.0,0,0,"NZ_CAKNBK010000033.1 Escherichia coli strain cpe041, whole genome shotgun sequence",2392,10047,
