#date: 2024-05-19_22:55
#sample: GCF_929618575.1_cpe020_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
11,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1287,,0,0.958,0.997,4,50,"NZ_CAKNEA010000007.1 Escherichia coli strain cpe020, whole genome shotgun sequence",156250,157536,M522 I4 M765
12,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.964,1.0,0,46,"NZ_CAKNEA010000010.1 Escherichia coli strain cpe020, whole genome shotgun sequence",113532,114822,M1291
13,ISKpn40,,predicted,insertion sequence,1213,,0,1.0,1.0,0,0,"NZ_CAKNEA010000011.1 Escherichia coli strain cpe020, whole genome shotgun sequence",68106,69318,M1213
14,MITEYpe1,,predicted,mite,115,,0.0,0.795,0.902,4,20,"NZ_CAKNEA010000012.1 Escherichia coli strain cpe020, whole genome shotgun sequence",32919,33033,M40 D1 M4 I1 M21 I1 M5 D1 M43
15,IS609,,predicted,insertion sequence,1748,,0,0.98,1.0,0,35,"NZ_CAKNEA010000013.1 Escherichia coli strain cpe020, whole genome shotgun sequence",73510,75257,M1748
16,MITEYpe1,,predicted,mite,117,,0.0,0.778,0.951,0,26,"NZ_CAKNEA010000014.1 Escherichia coli strain cpe020, whole genome shotgun sequence",52087,52203,M117
17,ISEc30,,predicted,insertion sequence,755,,0.0,0.782,0.975,10,156,"NZ_CAKNEA010000016.1 Escherichia coli strain cpe020, whole genome shotgun sequence",41864,42618,M24 I1 M5 D1 M158 I1 M7 D1 M7 D1 M2 D1 M2 I1 M1 I1 M310 I1 M216 I1 M19
18,ISSen9,,predicted,insertion sequence,768,,0,0.965,1.0,0,27,"NZ_CAKNEA010000017.1 Escherichia coli strain cpe020, whole genome shotgun sequence",113363,114130,M768
19,MITEEc1,,predicted,mite,122,,0.0,0.846,0.992,1,18,"NZ_CAKNEA010000018.1 Escherichia coli strain cpe020, whole genome shotgun sequence",62946,63067,M35 I1 M87
20,MITEEc1,,predicted,mite,123,,0.0,0.984,1.0,0,2,"NZ_CAKNEA010000018.1 Escherichia coli strain cpe020, whole genome shotgun sequence",17017,17139,M123
21,IS609,,predicted,insertion sequence,1747,,0,0.979,0.999,1,35,"NZ_CAKNEA010000024.1 Escherichia coli strain cpe020, whole genome shotgun sequence",64159,65905,M1346 I1 M401
22,ISEch5,,predicted,insertion sequence,704,,0,0.878,0.99,1,85,"NZ_CAKNEA010000024.1 Escherichia coli strain cpe020, whole genome shotgun sequence",67961,68664,M80 I1 M624
23,IS629,,predicted,insertion sequence,1310,,0,0.978,1.0,0,29,"NZ_CAKNEA010000025.1 Escherichia coli strain cpe020, whole genome shotgun sequence",77345,78654,M1310
24,ISSen9,,predicted,insertion sequence,768,,0,0.939,1.0,0,47,"NZ_CAKNEA010000025.1 Escherichia coli strain cpe020, whole genome shotgun sequence",66952,67719,M768
25,ISSen9,,predicted,insertion sequence,768,,0,0.94,1.0,0,46,"NZ_CAKNEA010000025.1 Escherichia coli strain cpe020, whole genome shotgun sequence",50702,51469,M768
26,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNEA010000026.1 Escherichia coli strain cpe020, whole genome shotgun sequence",3,1329,M1327
27,ISVsa3,ISVs3,predicted,insertion sequence,977,,0,1.0,1.0,0,0,"NZ_CAKNEA010000026.1 Escherichia coli strain cpe020, whole genome shotgun sequence",74410,75386,M977
28,Tn4656,,predicted,unit transposon,3736,,0,0.927,0.912,4,268,"NZ_CAKNEA010000027.1 Escherichia coli strain cpe020, whole genome shotgun sequence",64505,68240,M9 D1 M3 I1 M629 D1 M6 I1 M3087
29,IS5075,,predicted,insertion sequence,1327,,0,0.932,1.0,0,90,"NZ_CAKNEA010000027.1 Escherichia coli strain cpe020, whole genome shotgun sequence",57902,59228,M1327
30,ISEc38,,predicted,insertion sequence,1722,,0,0.947,1.0,0,91,"NZ_CAKNEA010000028.1 Escherichia coli strain cpe020, whole genome shotgun sequence",61710,63431,M1722
31,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.998,1.0,0,2,"NZ_CAKNEA010000032.1 Escherichia coli strain cpe020, whole genome shotgun sequence",6390,7720,M1331
32,ISSen8,,predicted,insertion sequence,1954,,0,0.872,1.0,0,250,"NZ_CAKNEA010000035.1 Escherichia coli strain cpe020, whole genome shotgun sequence",3597,5550,M1954
33,ISSen9,,predicted,insertion sequence,768,,0,0.947,1.0,0,41,"NZ_CAKNEA010000041.1 Escherichia coli strain cpe020, whole genome shotgun sequence",3622,4389,M768
34,ISEc8,,predicted,insertion sequence,2289,,0,0.994,0.939,0,14,"NZ_CAKNEA010000043.1 Escherichia coli strain cpe020, whole genome shotgun sequence",1738,4026,M2070 N-5 M224
35,ISSfl10,,predicted,insertion sequence,1264,,0,0.992,1.002,0,10,"NZ_CAKNEA010000043.1 Escherichia coli strain cpe020, whole genome shotgun sequence",19843,21106,M764 N25 M475
36,ISSen9,,predicted,insertion sequence,768,,0,0.924,1.0,0,58,"NZ_CAKNEA010000043.1 Escherichia coli strain cpe020, whole genome shotgun sequence",7340,8107,M768
37,ISSen9,,predicted,insertion sequence,768,,0,0.93,1.0,0,54,"NZ_CAKNEA010000052.1 Escherichia coli strain cpe020, whole genome shotgun sequence",7572,8339,M768
38,ISShes12,,predicted,insertion sequence,1721,,0,0.991,0.999,2,13,"NZ_CAKNEA010000053.1 Escherichia coli strain cpe020, whole genome shotgun sequence",4488,6208,M67 D1 M2 I1 M1651
39,IS4,,predicted,insertion sequence,1392,,0,0.999,0.976,0,1,"NZ_CAKNEA010000054.1 Escherichia coli strain cpe020, whole genome shotgun sequence",174,1565,M1392
40,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNEA010000056.1 Escherichia coli strain cpe020, whole genome shotgun sequence",123,3769,M3647
41,ISEc30,,predicted,insertion sequence,765,,0,0.97,0.999,1,22,"NZ_CAKNEA010000058.1 Escherichia coli strain cpe020, whole genome shotgun sequence",2076,2840,M94 I1 M671
11_10,cn_16892_ISEch5,,putative,composite transposon,16892,,0,0.882,0.99,1,82,"NZ_CAKNEA010000005.1 Escherichia coli strain cpe020, whole genome shotgun sequence",197009,213901,
13_12,cn_3324_ISEc1,,putative,composite transposon,3324,,0,0.964,1.0,0,46,"NZ_CAKNEA010000010.1 Escherichia coli strain cpe020, whole genome shotgun sequence",111498,114822,
19_18,cn_6658_ISSen9,,putative,composite transposon,6658,,0,0.965,1.0,0,27,"NZ_CAKNEA010000017.1 Escherichia coli strain cpe020, whole genome shotgun sequence",113362,120020,
23_22,cn_12235_ISEch5,,putative,composite transposon,12235,,0,0.878,0.99,1,85,"NZ_CAKNEA010000024.1 Escherichia coli strain cpe020, whole genome shotgun sequence",67960,80195,
26_25,cn_50671_ISSen9,,putative,composite transposon,50671,,0,0.94,1.0,0,46,"NZ_CAKNEA010000025.1 Escherichia coli strain cpe020, whole genome shotgun sequence",798,51469,
27_24_25,cn_17018_ISSen9,,putative,composite transposon,17018,,0,0.94,1.0,0,46,"NZ_CAKNEA010000025.1 Escherichia coli strain cpe020, whole genome shotgun sequence",50701,67719,
28_24,cn_12373_ISSen9,,putative,composite transposon,12373,,0,0.939,1.0,0,47,"NZ_CAKNEA010000025.1 Escherichia coli strain cpe020, whole genome shotgun sequence",66951,79324,
30_29,cn_10468_IS5075,,putative,composite transposon,10468,,0,0.932,1.0,0,90,"NZ_CAKNEA010000027.1 Escherichia coli strain cpe020, whole genome shotgun sequence",57901,68369,
32_31,cn_29814_IS2,,putative,composite transposon,29814,,0,0.998,1.0,0,2,"NZ_CAKNEA010000032.1 Escherichia coli strain cpe020, whole genome shotgun sequence",6389,36203,
34_33,cn_1078_ISSen9,,putative,composite transposon,1078,,0,0.947,1.0,0,41,"NZ_CAKNEA010000041.1 Escherichia coli strain cpe020, whole genome shotgun sequence",3311,4389,
