#date: 2024-05-19_23:13
#sample: GCF_929618965.1_cpe027_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
13,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.952,1.0,0,51,"NZ_CAKNEM010000013.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",78687,79743,M1057
14,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.976,1.0,0,25,"NZ_CAKNEM010000013.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",98966,100022,M1057
15,ISEcl10,,predicted,insertion sequence,1198,,0.0,0.76,0.981,14,275,"NZ_CAKNEM010000013.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",105713,106910,M373 D1 M2 I1 M5 I2 M4 D1 M3 D1 M74 D1 M2 I1 M108 I1 M1 I1 M6 D1 M1 D1 M576 I1 M5 D1 M31
16,ISEc33,,predicted,insertion sequence,1153,,0,0.992,1.0,0,9,"NZ_CAKNEM010000018.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",26839,27991,M1153
17,MITEYpe1,,predicted,mite,117,,0.0,0.79,0.935,3,22,"NZ_CAKNEM010000019.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",64503,64619,M43 I1 M39 D1 M3 I1 M31
18,ISKpn60,,predicted,insertion sequence,1374,,0,1.0,1.0,0,0,"NZ_CAKNEM010000020.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",37631,39004,M1374
19,ISSty2,,predicted,insertion sequence,1259,,0,0.953,0.998,2,57,"NZ_CAKNEM010000021.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",54928,56186,M1208 I1 M14 D1 M36
20,ISEc23,,predicted,insertion sequence,2532,,0,0.998,1.0,0,6,"NZ_CAKNEM010000023.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",26746,29277,M2532
21,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNEM010000023.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",45169,45936,M768
22,ISSen3,IS100SC,predicted,insertion sequence,1956,,0,0.998,1.0,0,4,"NZ_CAKNEM010000027.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",15300,17255,M1956
23,ISKox1,,predicted,insertion sequence,2526,,0,1.0,1.0,0,1,"NZ_CAKNEM010000029.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",10130,12655,M2526
24,ISKpn38,,predicted,insertion sequence,1597,,0,0.999,0.999,1,1,"NZ_CAKNEM010000030.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",6858,8454,M504 I1 M1093
25,Tn2,,predicted,unit transposon,4950,,0,0.998,1.0,0,9,"NZ_CAKNEM010000031.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",3270,8219,M4950
26,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNEM010000033.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",1945,2824,M880
27,ISKpn1,,predicted,insertion sequence,1445,,0,0.997,1.0,0,5,"NZ_CAKNEM010000039.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",1,1445,M1445
9_8,cn_5070_IS26,,putative,composite transposon,5070,,0,1.0,1.0,0,0,"NZ_CAKNEM010000010.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",0,5070,
15_13_14,cn_21336_IS903,,putative,composite transposon,21336,,0,0.952,1.0,0,51,"NZ_CAKNEM010000013.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",78686,100022,
22_21,cn_2396_ISSen9,,putative,composite transposon,2396,,0,0.948,1.0,0,40,"NZ_CAKNEM010000023.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",43540,45936,
